Aggregation Level,Data item,Unit,Pathway,Fuel,Peak/ Annual/ Minimum,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
2,"GBFES Peak System Demand: All Residential plus Losses (Smart EV Charging, no Micro-generation)",GW,Five Year Forecast,Electricity,Peak,23.753,24.717,24.035,23.931,23.678,23.603,23.45,23.432,23.613,23.927,,,,,,,,,,,,,,,,,,,,,
2,"GBFES Peak System Demand: Commercial inc Rail and District Heat,  +EVs +HPs +Losses ignoring Microgen",GW,Hydrogen Evolution,Electricity,Peak,17.265,17.273,17.218,17.282,17.9,18.369,18.891,19.572,20.22,20.976,21.807,22.881,23.98,25.209,26.356,27.589,28.934,30.239,31.506,32.802,34.072,35.289,36.427,37.503,38.075,38.566,39.006,39.393,39.795,40.215,40.687
2,"GBFES Peak System Demand: Commercial inc Rail and District Heat,  +EVs +HPs +Losses ignoring Microgen",GW,Electric Engagement,Electricity,Peak,17.266,17.274,17.219,17.283,17.767,18.358,19.016,19.706,20.619,21.723,22.87,24.171,25.619,27.039,28.427,29.892,31.484,33.175,34.887,36.599,38.269,39.881,41.052,42.019,42.912,43.569,44.199,44.811,45.252,45.774,46.36566863
2,"GBFES Peak System Demand: Commercial inc Rail and District Heat,  +EVs +HPs +Losses ignoring Microgen",GW,Counterfactual,Electricity,Peak,17.266,17.274,17.218,17.283,17.889,18.183,18.425,18.825,19.358,19.926,20.431,21.126,21.842,22.579,23.342,24.068,24.999,25.828,26.78,27.749,28.88,29.895,30.963,32.027,33.068,34.097,34.798,35.412,36.078,36.76,37.592
2,"GBFES Peak System Demand: Commercial inc Rail and District Heat,  +EVs +HPs +Losses ignoring Microgen",GW,Holistic Transition,Electricity,Peak,17.266,17.275,17.219,17.283,17.947,18.672,19.478,20.3,21.2,22.227,23.325,24.695,25.954,27.264,28.683,30.107,31.614,33.06,34.444,35.86,37.19,38.304,39.305,40.273,41.121,41.975,42.671,43.329,43.903,44.451,44.968
2,"GBFES Peak System Demand: Commercial inc Rail and District Heat,  +EVs +HPs +Losses ignoring Microgen",GW,Five Year Forecast,Electricity,Peak,17.266,17.274,17.218,17.283,17.937,18.408,18.996,19.802,20.59,21.469,,,,,,,,,,,,,,,,,,,,,
3,Commercial District Heat at Peak,GW,Hydrogen Evolution,Electricity,Peak,0,0.016881,0.032267,0.049698,0.069315129,0.086341768,0.105489651,0.125081321,0.144882106,0.164704921,0.184550534,0.200978527,0.217466771,0.233892826,0.249833771,0.264804929,0.295029262,0.325177939,0.355433776,0.385739353,0.416004887,0.440543576,0.464728443,0.488784111,0.51271185,0.536885803,0.559306168,0.581655334,0.604245558,0.627369189,0.650775677
3,Commercial District Heat at Peak,GW,Electric Engagement,Electricity,Peak,0,0.016881,0.032267,0.049698,0.064165,0.080057,0.097041,0.114382,0.131732,0.149101,0.166565,0.185669,0.20489,0.224082,0.243243,0.262287,0.294831,0.327562,0.360427,0.3935,0.426833,0.468014,0.50923,0.550777,0.592212,0.633713,0.688531,0.743235,0.797669,0.851971,0.907848
3,Commercial District Heat at Peak,GW,Counterfactual,Electricity,Peak,0,0.016881,0.032267,0.049698,0.044617283,0.05512203,0.065825284,0.076978092,0.088389231,0.100011435,0.111791705,0.130721238,0.14982572,0.168914218,0.187385223,0.204735791,0.23278902,0.26071346,0.28881041,0.317196931,0.345677107,0.374300693,0.402468166,0.430310885,0.457860986,0.485218793,0.507604038,0.529876483,0.552568501,0.576030649,0.599656176
3,Commercial District Heat at Peak,GW,Holistic Transition,Electricity,Peak,0,0.016881,0.032267,0.049698,0.065177,0.081345,0.099345,0.117191,0.134793,0.152167,0.169132,0.188986,0.208918,0.228822,0.248728,0.26899,0.311677,0.354847,0.3985,0.44306,0.488574,0.547475,0.606389,0.665085,0.723741,0.782943,0.838157,0.893253,0.948245,1.002895,1.05871
3,Commercial District Heat at Peak,GW,Five Year Forecast,Electricity,Peak,0,0.016881,0.032267,0.049698,0.066017,0.082232,0.100966,0.12015,0.139519,0.158917,,,,,,,,,,,,,,,,,,,,,
3,Commercial EVs at Peak,GW,Hydrogen Evolution,Electricity,Peak,0.065077386,0.104741994,0.148592988,0.21896554,0.311877769,0.425952912,0.57211512,0.752123193,0.974112795,1.243115432,1.577171071,1.976337695,2.441704132,2.964201214,3.53157425,4.171378787,4.788854069,5.425007124,6.068486615,6.696682734,7.279732731,7.8157681,8.33149185,8.840163613,8.965213471,9.054919264,9.095529996,9.087560117,9.07678995,9.063702262,9.049773502
3,Commercial EVs at Peak,GW,Electric Engagement,Electricity,Peak,0.065077386,0.104741994,0.148592988,0.21896554,0.310604495,0.427137051,0.574931298,0.757811253,0.984533301,1.261196236,1.605961433,2.021134626,2.510885564,3.066444751,3.682025719,4.381283839,5.076456009,5.82781742,6.628271877,7.447663068,8.207346578,8.908566428,9.371409789,9.783767953,10.13844471,10.36228157,10.51903935,10.637085,10.6235707,10.60751199,10.5921913
3,Commercial EVs at Peak,GW,Counterfactual,Electricity,Peak,0.065077386,0.104741994,0.148592988,0.21896554,0.3,0.4,0.5,0.6,0.8,1,1.2,1.5,1.8,2.1,2.5,2.9,3.5,4,4.6,5.2,5.9,6.5,7.2,7.9,8.6,9.3,9.7,10,10.3,10.6,11
3,Commercial EVs at Peak,GW,Holistic Transition,Electricity,Peak,0.065077386,0.104741994,0.148592988,0.21896554,0.306241163,0.419117544,0.560380134,0.732448382,0.941780816,1.191386089,1.494716082,1.848678408,2.251820665,2.695797258,3.169807484,3.678218434,4.180055485,4.693355717,5.209541173,5.730118283,6.195126367,6.519901242,6.790204979,7.017715261,7.196451422,7.288094005,7.354249732,7.397771312,7.417219758,7.361259667,7.289110399
3,Commercial EVs at Peak,GW,Five Year Forecast,Electricity,Peak,0.065077386,0.104741994,0.148592988,0.21896554,0.310433524,0.425449716,0.571313274,0.750801267,0.971865954,1.239452047,,,,,,,,,,,,,,,,,,,,,
3,Commercial Heat Pumps at Peak,GW,Hydrogen Evolution,Electricity,Peak,0.002755,0.024048,0.102673,0.214613,0.279087654,0.398071457,0.522277817,0.687729913,0.855010461,1.022665625,1.190535274,1.378814641,1.583409554,1.801121303,2.020679461,2.243529832,2.488123065,2.721417678,2.969910396,3.23121522,3.492787959,3.72323739,3.920350652,4.127117762,4.344693505,4.570903375,4.777511488,4.972770509,5.165556588,5.357022159,5.549153642
3,Commercial Heat Pumps at Peak,GW,Electric Engagement,Electricity,Peak,0.002755,0.024048,0.102673,0.214613,0.321292,0.44821,0.575413,0.738559,0.913171,1.089969,1.285446,1.498327,1.718816,1.944723,2.172342,2.399756,2.681316,2.960837,3.24284,3.531174,3.816093,4.060623,4.261838,4.450968,4.637346,4.801869,4.943983,5.074028,5.20038,5.329148,5.44528
3,Commercial Heat Pumps at Peak,GW,Counterfactual,Electricity,Peak,0.002755,0.024048,0.102673,0.214613,0.306819768,0.419673668,0.500497904,0.598228271,0.697914943,0.800652578,0.905874451,1.016003126,1.157127475,1.304923991,1.455518716,1.605780964,1.750655386,1.901217489,2.060063149,2.229879679,2.405243978,2.576733513,2.738073211,2.899904987,3.063292805,3.228899402,3.388961792,3.524124472,3.652246511,3.779661519,3.892779341
3,Commercial Heat Pumps at Peak,GW,Holistic Transition,Electricity,Peak,0.002755,0.024048,0.102673,0.214613,0.317474,0.441518,0.567855,0.736806,0.914837,1.102459,1.312118,1.551949,1.795216,2.041256,2.287129,2.532872,2.812613,3.105971,3.395725,3.68583,3.969903,4.21438,4.419416,4.613401,4.791156,4.939204,5.062175,5.182103,5.301073,5.422151,5.538426
3,Commercial Heat Pumps at Peak,GW,Five Year Forecast,Electricity,Peak,0.002755,0.024048,0.102673,0.214613,0.322398,0.449831,0.56604,0.721003,0.87568,1.036589,,,,,,,,,,,,,,,,,,,,,
3,Commercial Losses,GW,Hydrogen Evolution,Electricity,Peak,1.253434957,1.209391842,1.213134524,1.326158848,1.352669528,1.434386866,1.521718012,1.617537728,1.672569394,1.708839451,1.690220339,1.788972381,1.87247359,2.05320733,2.140125014,2.266324379,2.453589348,2.560857318,2.618504343,2.711036961,2.794049505,2.881866235,2.972345015,3.074337032,3.133575755,3.184015095,3.24138202,3.258703503,3.277686406,3.29057057,3.335110094
3,Commercial Losses,GW,Electric Engagement,Electricity,Peak,1.254222526,1.21017676,1.213953608,1.327118486,1.350535631,1.447980807,1.543666267,1.623546618,1.69987194,1.769501037,1.771948519,1.880040505,2.018341281,2.115441493,2.210195108,2.335219453,2.439099681,2.589935076,2.736324552,2.85575059,2.971271738,3.110767458,3.169176982,3.25166991,3.365012328,3.422193204,3.522214587,3.621778985,3.621326046,3.673500212,3.770326027
3,Commercial Losses,GW,Counterfactual,Electricity,Peak,1.254059198,1.210660295,1.213787248,1.326923579,1.285111325,1.298450701,1.341265999,1.423029561,1.505506984,1.587695614,1.562675613,1.599458269,1.645024592,1.705211649,1.744603624,1.781369099,1.828639198,1.865772129,1.917416581,1.968860621,2.052850087,2.11309058,2.173570531,2.251297665,2.311754397,2.372108255,2.411739547,2.44453404,2.481700632,2.521391714,2.58751757
3,Commercial Losses,GW,Holistic Transition,Electricity,Peak,1.254410796,1.211154512,1.214201899,1.327409384,1.410003372,1.509503183,1.610856778,1.711419961,1.809100656,1.924118483,2.041776795,2.402058497,2.540942129,2.65527647,2.872262784,3.092787212,3.305376878,3.435404077,3.527095273,3.664874915,3.837354943,3.994350258,4.14155971,4.310342245,4.414954107,4.638120892,4.762428392,4.878237397,4.936585978,5.043069388,5.136941844
3,Commercial Losses,GW,Five Year Forecast,Electricity,Peak,1.254056193,1.210860969,1.213840634,1.326986126,1.364185759,1.430631103,1.512209547,1.620646255,1.704010982,1.765235738,,,,,,,,,,,,,,,,,,,,,
3,Commercial Resistive Heat at Peak,GW,Hydrogen Evolution,Electricity,Peak,2.069722,2.067146,1.984088,2.000581,1.998044104,1.964628605,1.881079623,1.803607547,1.736243092,1.685646896,1.658542702,1.647440705,1.584464843,1.486547774,1.373899364,1.251074422,1.142068956,1.049294081,0.959478765,0.870467855,0.807128387,0.769642659,0.723780455,0.664144838,0.585600023,0.487461831,0.396306254,0.337261654,0.291251754,0.264194526,0.25345574
3,Commercial Resistive Heat at Peak,GW,Electric Engagement,Electricity,Peak,2.069722,2.067146,1.984088,2.000581,1.916499,1.865451,1.787072,1.71917,1.671746,1.656899,1.655049,1.652115,1.647302,1.591732,1.494595,1.389506,1.314692,1.24926,1.19046,1.144021,1.121162,1.112179,1.08801,1.037691,0.964962,0.881245,0.795679,0.728475,0.700936,0.688957,0.697667
3,Commercial Resistive Heat at Peak,GW,Counterfactual,Electricity,Peak,2.069722,2.067146,1.984088,2.000581,1.957914376,1.92081672,1.851125951,1.814976412,1.794018307,1.778776922,1.773993737,1.771685176,1.755559486,1.696998249,1.623023635,1.535023038,1.436192337,1.34964685,1.270566468,1.200305303,1.148419249,1.104403955,1.03702604,0.958579168,0.873625905,0.781524227,0.685438197,0.611265928,0.554232893,0.502959719,0.479676871
3,Commercial Resistive Heat at Peak,GW,Holistic Transition,Electricity,Peak,2.069722,2.067146,1.984088,2.000581,1.975414,1.928163,1.844586,1.74714,1.64043,1.530262,1.413819,1.289961,1.1684,1.048574,0.930559,0.814363,0.724723,0.64337,0.568019,0.502598,0.45885,0.433431,0.411858,0.398192,0.395919,0.405181,0.410408,0.416305,0.423302,0.431633,0.439281
3,Commercial Resistive Heat at Peak,GW,Five Year Forecast,Electricity,Peak,2.069722,2.067146,1.984088,2.000581,1.967664,1.928038,1.854711,1.789898,1.736541,1.686959,,,,,,,,,,,,,,,,,,,,,
3,Commercial Storage Heat at Peak,GW,Hydrogen Evolution,Electricity,Peak,0.000902,0.000865,0.000801,0.000708,0.000733691,0.0006837,0.000631238,0.000575241,0.000515708,0.00045264,0.000386038,0.000286166,0.000197627,0.000120419,5.45436E-05,0,0.003049996,0.007087024,0.01127148,0.015108327,0.018567543,0.022300577,0.025722916,0.028984972,0.032050036,0.034828553,0.037439094,0.039880944,0.042144376,0.044268456,0.046281143
3,Commercial Storage Heat at Peak,GW,Electric Engagement,Electricity,Peak,0.000902,0.000865,0.000801,0.000708,0.000619,0.000571,0.000509,0.000449,0.000389,0.00033,0.000795,0.001222,0.001764,0.002275,0.002752,0.003194,0.00672,0.009863,0.012652,0.015096,0.017219,0.019412,0.021415,0.023248,0.024866,0.025974,0.026936,0.027705,0.028388,0.02899,0.029407
3,Commercial Storage Heat at Peak,GW,Counterfactual,Electricity,Peak,0.000902,0.000865,0.000801,0.000708,0.000562222,0.000515721,0.000471315,0.000425317,0.000377725,0.000328542,0.000277766,0.000217248,0.000159212,0.000103659,5.05882E-05,0,0,0,0,0,0,8.94156E-13,8.66499E-13,8.43322E-13,8.16338E-13,7.88513E-13,7.88125E-13,7.89003E-13,7.87794E-13,7.8751E-13,7.87642E-13
3,Commercial Storage Heat at Peak,GW,Holistic Transition,Electricity,Peak,0.000902,0.000865,0.000801,0.000708,0.001044,0.000985,0.00085,0.000724,0.000606,0.000495,0.00107,0.001487,0.001867,0.002184,0.002389,0.002486,0.005245,0.00768,0.009727,0.011418,0.01278,0.014121,0.015298,0.016315,0.017138,0.017534,0.017865,0.018107,0.018284,0.018426,0.018554
3,Commercial Storage Heat at Peak,GW,Five Year Forecast,Electricity,Peak,0.000902,0.000865,0.000801,0.000708,0.000661,0.000612,0.00056,0.000506,0.00045,0.000392,,,,,,,,,,,,,,,,,,,,,
3,Industrial District Heat at Peak,GW,Hydrogen Evolution,Electricity,Peak,0,0.000688,0.001818,0.002977,0.004214004,0.005569648,0.007149279,0.008285123,0.009211852,0.010116551,0.010998452,0.01179935,0.012539998,0.013342834,0.01463078,0.016888513,0.022822022,0.028831187,0.034733192,0.040585456,0.046477763,0.052236967,0.05834999,0.064592214,0.070962366,0.077086304,0.083229991,0.089444876,0.095418704,0.100859124,0.106016688
3,Industrial District Heat at Peak,GW,Electric Engagement,Electricity,Peak,0,0.000688,0.001818,0.002977,0.003881,0.005001,0.006284,0.007209,0.008127,0.009025,0.009828,0.01071,0.011475,0.01227,0.013095,0.014038,0.018719,0.023214,0.027575,0.031727,0.03562,0.040291,0.044928,0.049234,0.053651,0.058002,0.063745,0.069603,0.07573,0.081989,0.086673
3,Industrial District Heat at Peak,GW,Counterfactual,Electricity,Peak,0,0.000688,0.001818,0.00185085,0.002941081,0.004325926,0.005806212,0.006836944,0.007609346,0.008170681,0.008573953,0.009390973,0.010033046,0.010691101,0.01196665,0.014362636,0.019030416,0.023826986,0.028451046,0.032785534,0.037026368,0.041880251,0.047190249,0.052825,0.05875237,0.064872032,0.070658145,0.076557057,0.082036397,0.086745606,0.091291436
3,Industrial District Heat at Peak,GW,Holistic Transition,Electricity,Peak,0,0.000688,0.001818,0.002977,0.004002,0.005127,0.006532,0.008089,0.009892,0.011922,0.014361,0.018103,0.021766,0.025459,0.029149,0.032483,0.040245,0.047524,0.05432,0.060209,0.065144,0.071038,0.07692,0.083019,0.089158,0.094751,0.099864,0.105094,0.110429,0.116106,0.120617
3,Industrial District Heat at Peak,GW,Five Year Forecast,Electricity,Peak,0,0.000688,0.001818,0.002977,0.004215,0.005559,0.00715,0.008291,0.009246,0.010172,,,,,,,,,,,,,,,,,,,,,
3,Industrial Losses,GW,Hydrogen Evolution,Electricity,Peak,1.18120911,1.130578837,1.104279786,1.192153041,1.176145993,1.223979522,1.278776208,1.325380321,1.332150387,1.311061668,1.23888504,1.252675359,1.253173869,1.310473559,1.298099156,1.302946508,1.342749204,1.335128027,1.305721105,1.301119777,1.269491534,1.254089699,1.242328239,1.248160745,1.330117065,1.22159053,1.207245433,1.185846233,1.177553292,1.160361036,1.228886821
3,Industrial Losses,GW,Electric Engagement,Electricity,Peak,1.181977815,1.131339053,1.105049811,1.193037672,1.173851948,1.227456595,1.278488413,1.317189551,1.339184976,1.335360289,1.28086936,1.315389342,1.377944623,1.422421888,1.477234117,1.592987824,1.632452685,1.706057833,1.772324095,1.804974519,1.924148526,1.845739206,1.830996091,1.834092744,1.854720756,1.952293653,1.88646425,1.89696693,1.870283441,1.874509845,2.001908832
3,Industrial Losses,GW,Counterfactual,Electricity,Peak,1.1818184,1.13180737,1.104893415,1.192730592,1.113189098,1.114890133,1.157453591,1.221870837,1.270721344,1.311948732,1.265004333,1.256641926,1.260609047,1.279960538,1.260700396,1.247009973,1.232635266,1.216898612,1.207322631,1.210747732,1.221575595,1.199710387,1.197113149,1.20412545,1.234912223,1.200199228,1.213161131,1.202524366,1.208641939,1.219353959,1.28003317
3,Industrial Losses,GW,Holistic Transition,Electricity,Peak,1.182161576,1.132286034,1.10528323,1.193307771,1.216351253,1.258894972,1.303342042,1.347285077,1.371861615,1.396246347,1.409989249,1.587164188,1.623280601,1.638930156,1.702229588,1.780958835,1.867224804,1.86579321,1.85148813,1.870208696,1.874006079,1.88961377,1.934095003,1.960192825,1.935364951,2.022616646,2.070694842,2.026212876,2.046496428,2.061297736,2.05404266
3,Industrial Losses,GW,Five Year Forecast,Electricity,Peak,1.181815466,1.132001729,1.104943603,1.192914775,1.187003098,1.22580778,1.275988171,1.328382029,1.354085373,1.349787334,,,,,,,,,,,,,,,,,,,,,
3,Industrial Peak (No Losses),GW,Hydrogen Evolution,Electricity,Peak,13.6069389,13.53870743,13.14968079,12.91050606,12.95237579,13.02919168,13.19790283,13.33223706,13.40887499,13.43077733,13.40258848,13.43324216,13.47614898,13.49277095,13.46706726,13.42314018,13.4298127,13.43048924,13.46724833,13.57104514,13.41939185,13.36357138,13.29857331,13.34915327,13.2,13.06264568,12.89804933,12.79488159,12.80105552,12.7171545,12.7
3,Industrial Peak (No Losses),GW,Electric Engagement,Electricity,Peak,13.6069389,13.53870743,13.14968079,12.91042913,12.88821898,12.97247494,13.13245682,13.35092754,13.5963011,13.75649098,13.94961438,14.29605113,14.81579297,15.47246592,16.26514484,17.2,18.29400781,19.04658446,19.77089501,20.32252955,20.7,20.89402468,20.99949801,21.01404317,20.99370569,21,21.09793809,20.95480592,20.93828629,20.93347504,21
3,Industrial Peak (No Losses),GW,Counterfactual,Electricity,Peak,13.6069389,13.53870743,13.14968079,12.91003828,12.99598215,13.14153622,13.40818494,13.61477655,13.73887004,13.81973392,13.94222792,14.01361564,14.15758501,14.37038387,14.34161601,14.40029501,14.47476087,14.53752315,14.61974866,14.87529689,15.0530525,14.89644264,15.02828075,15.15619309,15.3,15.41218415,15.73043684,15.74061197,15.94125399,16.1685726,16.4
3,Industrial Peak (No Losses),GW,Holistic Transition,Electricity,Peak,13.6069389,13.53870743,13.14968079,12.91042913,12.82957372,12.90061307,13.07315558,13.28690948,13.41462362,13.52060824,13.57414483,13.69852319,14.00977767,14.3182501,14.50841563,14.84476602,15.33226982,15.48083034,15.67297511,15.92418624,15.83637607,15.81323455,16.02189269,15.96041525,15.69715255,15.88108496,15.6,15.57057824,15.75074717,15.70058148,15.51789467
3,Industrial Peak (No Losses),GW,Five Year Forecast,Electricity,Peak,13.6069389,13.53870743,13.14968079,12.91042913,13.00029127,13.14903159,13.37857252,13.54527242,13.66050453,13.72981314,,,,,,,,,,,,,,,,,,,,,
3,Industrial Resistive Heat at Peak,GW,Hydrogen Evolution,Electricity,Peak,1.481254,1.476689,1.416452,1.429307,1.431204787,1.415140195,1.390849078,1.37025499,1.354049339,1.341075699,1.331483382,1.32360512,1.306649546,1.273419913,1.206434193,1.118633884,1.038416088,0.969479623,0.901199395,0.827769974,0.742413697,0.682959278,0.621518159,0.55938079,0.496742342,0.428899328,0.332518945,0.257699744,0.214857223,0.19423276,0.184340448
3,Industrial Resistive Heat at Peak,GW,Electric Engagement,Electricity,Peak,1.481254,1.476689,1.416452,1.429307,1.373511,1.352989,1.330062,1.312659,1.300395,1.292556,1.291216,1.288857,1.285305,1.270957,1.239771,1.172604,1.119334,1.070774,1.020829,0.96914,0.917222,0.880077,0.841085,0.801907,0.748297,0.687086,0.623591,0.546198,0.486677,0.465023,0.455539
3,Industrial Resistive Heat at Peak,GW,Counterfactual,Electricity,Peak,1.481254,1.476689,1.416452,1.429307,1.404232797,1.386713198,1.365634201,1.350886828,1.340079287,1.331112329,1.326458764,1.324849422,1.315204781,1.29605802,1.257162246,1.188522173,1.121570986,1.060678848,0.998557386,0.938132999,0.870300752,0.829127223,0.774839628,0.712611758,0.647475602,0.574821538,0.497345845,0.415993614,0.360272443,0.326244046,0.300446407
3,Industrial Resistive Heat at Peak,GW,Holistic Transition,Electricity,Peak,1.481254,1.476689,1.416452,1.429307,1.415417,1.395127,1.36968,1.334755,1.277514,1.199452,1.113293,1.029031,0.945909,0.863895,0.783003,0.703321,0.637463,0.575935,0.512132,0.447595,0.379198,0.326998,0.29137,0.273602,0.26369,0.253536,0.240296,0.227088,0.214324,0.201929,0.192473
3,Industrial Resistive Heat at Peak,GW,Five Year Forecast,Electricity,Peak,1.481254,1.476689,1.416452,1.429307,1.412221,1.393637,1.370399,1.351276,1.337523,1.325479,,,,,,,,,,,,,,,,,,,,,
3,Industrial Storage Heat at Peak,GW,Hydrogen Evolution,Electricity,Peak,0.000646,0.000619,0.000573,0.000507,0.000525086,0.000489309,0.000451763,0.000411687,0.000369081,0.000323945,0.000276279,0.000204803,0.000141437,8.61812E-05,3.90357E-05,6.318E-11,0.000573665,0.001219097,0.001843925,0.002432997,0.002994124,0.003617185,0.004231347,0.004842394,0.005453726,0.00606273,0.006669128,0.007271136,0.00786709,0.008453016,0.009045447
3,Industrial Storage Heat at Peak,GW,Electric Engagement,Electricity,Peak,0.000646,0.000619,0.000573,0.000507,0.000443,0.000408,0.000364,0.000321,0.000278,0.000236,0.000211,0.000182,0.000158,0.000135,0.000116,0.000099,0.000808,0.001482,0.002119,0.002727,0.00329,0.003882,0.004472,0.005036,0.005639,0.006131,0.006605,0.007017,0.007392,0.007731,0.008146
3,Industrial Storage Heat at Peak,GW,Counterfactual,Electricity,Peak,0.000646,0.000619,0.000573,0.000507,0.000402369,0.00036909,0.00033731,0.00030439,0.00027033,0.00023513,0.000198791,0.00015548,0.000113945,7.41867E-05,3.62049E-05,0,0,0,0,0,0,4.57334E-12,9.9875E-12,1.47897E-11,1.85427E-11,2.11625E-11,2.34309E-11,2.5212E-11,2.67522E-11,2.81295E-11,2.93444E-11
3,Industrial Storage Heat at Peak,GW,Holistic Transition,Electricity,Peak,0.000646,0.000619,0.000573,0.000507,0.000747,0.000705,0.000609,0.000518,0.000434,0.000355,0.0003,0.000241,0.000188,0.000143,0.000106,0.0000753,0.000668,0.001209,0.001685,0.002098,0.002457,0.002807,0.003123,0.003404,0.003691,0.003863,0.004011,0.004132,0.004223,0.0043,0.004355
3,Industrial Storage Heat at Peak,GW,Five Year Forecast,Electricity,Peak,0.000646,0.000619,0.000573,0.000507,0.000473,0.000438,0.000401,0.000362,0.000322,0.000281,,,,,,,,,,,,,,,,,,,,,
3,Initial Commercial Component inc District Heat inc Rail (No Losses),GW,Hydrogen Evolution,Electricity,Peak,13.873,13.84984053,13.73619876,13.47101202,13.88875262,14.05879672,14.28777349,14.58490144,14.83672147,15.15067473,15.50600357,15.88785379,16.2799412,16.67034396,17.0397688,17.39231756,17.76324445,18.14967656,18.52337977,18.89205505,19.26366542,19.63542934,19.98831116,20.27985313,20.50129623,20.69676754,20.89856788,21.11511899,21.3369312,21.56775309,21.80216622
3,Initial Commercial Component inc District Heat inc Rail (No Losses),GW,Electric Engagement,Electricity,Peak,13.873,13.84984053,13.73619876,13.47101202,13.80301995,14.08832539,14.43785452,14.75222025,15.21739358,15.79642706,16.3841537,16.93218538,17.51695278,18.09457304,18.62212242,19.12086879,19.67065474,20.20943867,20.71593198,21.21218323,21.70907772,22.20099126,22.6313145,22.92100342,23.18958237,23.44148808,23.70295242,23.97823682,24.27993705,24.59345003,24.9229493
3,Initial Commercial Component inc District Heat inc Rail (No Losses),GW,Counterfactual,Electricity,Peak,13.873,13.84984053,13.73619876,13.47101202,13.99382476,14.08814296,14.16578891,14.31127686,14.47133173,14.65863235,14.87668278,15.10831213,15.33391213,15.60300174,15.83118882,16.04098521,16.25046301,16.45114406,16.64361937,16.83283134,17.02746562,17.2263057,17.41143774,17.58722692,17.76153438,17.92922965,18.10445143,18.30250567,18.53676852,18.77970545,19.03246644
3,Initial Commercial Component inc District Heat inc Rail (No Losses),GW,Holistic Transition,Electricity,Peak,13.873,13.84984053,13.73619876,13.47101202,13.87157149,14.29123746,14.79402012,15.253907,15.75882035,16.32626167,16.89239957,17.41228396,17.98721798,18.59178601,19.17243404,19.71690211,20.27400384,20.81915547,21.33554634,21.82233982,22.22777381,22.58040695,22.92036076,23.25201942,23.58150492,23.90428768,24.2262004,24.54287454,24.85792489,25.17153551,25.48676973
3,Initial Commercial Component inc District Heat inc Rail (No Losses),GW,Five Year Forecast,Electricity,Peak,13.873,13.84984053,13.73619876,13.47101202,13.9052863,14.09126228,14.39007495,14.79919536,15.16194229,15.58158634,,,,,,,,,,,,,,,,,,,,,
3,Residential District Heat at Peak,GW,Hydrogen Evolution,Electricity,Peak,0.367653,0.387375,0.395836,0.413202,0.45804846,0.478820478,0.501082152,0.523343825,0.545605499,0.567867173,0.590128847,0.603143793,0.616158738,0.629173684,0.64218863,0.655203576,0.815723506,0.976243437,1.136763367,1.297283298,1.457803228,1.60469394,1.75158465,1.898475362,2.045366073,2.192256785,2.322196966,2.452137148,2.58207733,2.712017511,2.841957693
3,Residential District Heat at Peak,GW,Electric Engagement,Electricity,Peak,0.367653,0.387375,0.395836,0.413202,0.438545,0.454588,0.465762,0.476936,0.48811,0.499284,0.510458,0.515883,0.521308,0.526734,0.532159,0.537584,0.757133,0.976682,1.196232,1.415781,1.63533,1.8265,2.01767,2.20884,2.40001,2.59118,2.778662,2.966143,3.153624,3.341105,3.528586
3,Residential District Heat at Peak,GW,Counterfactual,Electricity,Peak,0.367653,0.387375,0.395836,0.413202,0.452308005,0.47136021,0.48671448,0.502068748,0.517423018,0.532777287,0.548131556,0.571001322,0.593871088,0.616740854,0.639610619,0.662480384,0.663006797,0.663533209,0.664059622,0.664586034,0.665112446,0.669857746,0.674603045,0.679348344,0.684093643,0.688838942,0.690335672,0.691832401,0.69332913,0.69482586,0.696322588
3,Residential District Heat at Peak,GW,Holistic Transition,Electricity,Peak,0.367653,0.387375,0.395836,0.413202,0.452277,0.470518,0.482409,0.494301,0.506192,0.518083,0.529975,0.534415,0.538855,0.543295,0.547735,0.552175,0.747036,0.941897,1.136758,1.331619,1.52648,1.696715,1.86695,2.037185,2.207419,2.377654,2.557082,2.73651,2.915938,3.095365,3.274793
3,Residential District Heat at Peak,GW,Five Year Forecast,Electricity,Peak,0.367653,0.387375,0.395836,0.413202,0.464812,0.486992,0.512924,0.538857,0.56479,0.590722,,,,,,,,,,,,,,,,,,,,,
3,Residential EVs at Peak,GW,Hydrogen Evolution,Electricity,Peak,0.19118269,0.313589638,0.405658354,0.5393342,0.874897201,1.130906925,1.440393133,1.795283256,2.199593948,2.649500467,3.177402142,3.642829109,4.088265859,4.522897919,4.872167724,5.19348972,5.435325829,5.617671928,5.742024423,5.803959506,5.820267147,5.88823071,5.881382031,5.815503409,5.908241234,5.978936327,6.020713459,6.023468788,6.026488075,6.030295193,6.035509062
3,Residential EVs at Peak,GW,Electric Engagement,Electricity,Peak,0.19118269,0.313589638,0.405658354,0.5393342,0.74307609,0.92810838,1.139766088,1.365043393,1.60809975,1.852791063,2.131311854,2.389453536,2.639159769,2.872345504,3.061472108,3.226521452,3.542863245,3.827596036,4.068743316,4.255550127,4.389851211,4.471633188,4.586341606,4.670391814,4.722974097,4.744241034,4.735795247,4.723082742,4.70719906,4.688123181,4.665860721
